Country,State,Year,Sector Of Energy Sale,Categories Of Consumer For Electrical Energy Sales,"Energy Sale (UOM:Gwh(Gigawatthour)), Scaling Factor:1"
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,21.180
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.130
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,93.300
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,442.660
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),423.880
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),9.440
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,94.600
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.200
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,40.810
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,61.040
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,244.620
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),11.970
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),2.390
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,16.500
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,2.670
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,68.580
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,97.560
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,380.430
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.000
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),67.070
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,108.830
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,14.870
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,10.380
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,558.890
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,1833.480
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,7175.220
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),6994.000
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),384.300
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,949.710
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,119.350
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,1203.340
India,Odisha,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,154.540
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,59.970
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,212.850
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,723.630
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),1450.910
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),159.590
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,19.290
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,27.580
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,11268.380
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,3675.120
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,14163.800
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14077.520
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),2909.500
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2815.270
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,157.830
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,228.480
India,Punjab,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,823.900
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,23300.350
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4863.120
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12506.430
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),12926.190
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),3149.570
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,692.900
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,353.580
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1952.340
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,406.950
India,Rajasthan,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,40.910
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,107.460
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),197.670
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),4.890
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,29.630
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.250
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,13077.160
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,10281.760
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,26996.340
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),26532.440
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),8600.260
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,3115.190
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1140.890
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,903.400
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1140.890
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,23599.990
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,5730.170
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,11297.880
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),12621.870
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1142.220
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1554.100
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,359.230
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,725.970
India,Telangana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,537.350
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,477.050
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,19.820
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,124.440
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),101.250
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,1.350
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,6.260
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Telangana,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,66.650
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,12.060
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,85.500
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,254.740
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),7693.140
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),413.530
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,14.500
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,14.040
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,9.910
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,40.670
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,86.150
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,524.750
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),27.200
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),28.970
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,117.800
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,41.980
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Tripura,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,88.170
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,17336.200
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6235.150
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,39072.130
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14662.780
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),3291.360
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,4051.080
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,903.140
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,2231.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1722.100
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,25.830
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,265.900
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,452.360
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),1001.640
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,49.030
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,35.650
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,19.670
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,450.190
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1269.450
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,2823.780
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),6033.790
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),311.280
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,190.760
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,59.030
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,26.810
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,378.240
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1515.550
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4383.050
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,10970.260
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14929.490
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1447.320
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2374.830
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,417.810
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1222.600
India,West Bengal,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,486.920
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,1897.320
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,4507.840
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),2048.130
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),832.130
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,267.330
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,275.150
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,245.340
India,West Bengal,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,468.650
